"University of South Carolina, Columbia","$12,686 ","$33,496 ","$11,648 ","$45,144 "
University of Southern California,"$56,496 ",,"$15,481 ","$71,977 "
University of Southern Maine,"$9,589 ","$22,911 ","$9,568 ","$32,479 "
University of Tampa,"$29,563 ",,"$10,922 ","$40,485 "
"University of Texas, Arlington","$10,350 ","$25,378 ","$9,281 ","$34,659 "
"University of Texas, Austin","$10,311 ","$36,702 ","$10,473 ","$47,175 "
University of Utah,"$8,274 ","$26,206 ","$10,989 ","$37,195 "
University of Valley Forge,"$21,705 ",,"$8,954 ","$30,659 "
University of Vermont,"$18,450 ","$43,010 ","$12,534 ","$55,544 "
University of Virginia,"$16,719 ","$48,468 ","$11,669 ","$60,137 "
University of Washington,"$11,151 ","$36,697 ","$12,602 ","$49,299 "
"University of Wisconsin, Madison","$10,955 ","$36,174 ","$11,276 ","$47,450 "
Ursinus College,"$52,374 ",,"$13,062 ","$65,436 "
Utica College,"$21,504 ",,"$11,261 ","$32,765 "
Vanderbilt University,"$49,571 ",,"$16,207 ","$65,778 "
Vassar College,"$57,418 ",,"$13,416 ","$70,834 "
Vermont Technical College,"$15,683 ","$28,488 ","$10,702 ","$39,190 "
Villanova University,"$53,335 ",,"$15,065 ","$68,400 "
Virginia Commonwealth University,"$14,231 ","$35,065 ","$10,594 ","$45,659 "
Virginia Military Institute,"$14,273 ","$40,988 ","$9,605 ","$50,593 "
Virginia Polytechnic Institute,"$13,759 ","$32,255 ","$9,038 ","$41,293 "
Wagner College,"$46,592 ",,"$14,196 ","$60,788 "
Wake Forest University,"$53,456 ",,"$12,670 ","$66,126 "
Warner University,"$21,545 ",,"$8,682 ","$30,227 "
Warren Wilson College,"$36,654 ",,"$11,086 ","$47,740 "
Washington & Jefferson College,"$47,890 ",,"$13,884 ","$61,774 "
Washington College,"$45,895 ",,"$11,482 ","$57,377 "
Washington State University,"$11,585 ","$26,802 ","$11,185 ","$37,987 "
Waynesburg University,"$24,970 ",,"$10,213 ","$35,183 "
Wellesley College,"$53,194 ",,"$16,469 ","$69,663 "
Wells College,"$41,184 ",,"$14,279 ","$55,463 "
Wentworth Institute of Technology,"$34,272 ",,"$15,823 ","$50,095 "
Wesleyan University,"$54,573 ",,"$16,064 ","$70,637 "
West Chester University,"$5,257 ","$11,227 ","$10,496 ","$21,723 "
West Virginia University,"$10,411 ","$24,324 ","$12,507 ","$36,831 "
Western Connecticut State University,"$10,876 ","$24,073 ","$13,853 ","$37,926 "
Western New England University,"$37,170 ",,"$13,980 ","$51,150 "
Westfield State University,"$10,104 ","$16,427 ","$10,656 ","$27,083 "
Westminster College (PA),"$19,092 ",,"$12,698 ","$31,790 "
"Westminster College, Salt Lake City","$34,362 ",,"$10,537 ","$44,899 "
"Wheaton College, Illinois","$36,598 ",,"$10,660 ","$47,258 "
"Wheaton College, Norton","$52,884 ",,"$13,487 ","$66,371 "
Wheelock College,"$37,804 ",,"$15,574 ","$53,378 "
Whitman College,"$51,771 ",,"$13,025 ","$64,796 "
Whittier College,"$48,173 ",,"$14,258 ","$62,431 "
Widener University,"$45,933 ",,"$15,452 ","$61,385 "
Wilkes University,"$36,292 ",,"$14,177 ","$50,469 "
Williams College,"$55,692 ",,"$14,716 ","$70,408 "
Wingate University,"$32,365 ",,"$11,211 ","$43,576 "
Winston-Salem State University,"$8,862 ","$19,346 ","$10,041 ","$29,387 "
Winthrop University,"$15,465 ","$29,937 ","$9,262 ","$39,199 "
Wofford College,"$43,633 ",,"$12,626 ","$56,259 "
Worcester Polytechnic Institute,"$50,781 ",,"$14,787 ","$65,568 "
Worcester State University,"$9,913 ","$16,236 ","$8,493 ","$24,729 "
Xavier University of Louisiana,"$23,173 ",,"$5,137 ","$28,310 "
"Xavier University, Ohio","$38,839 ",,"$12,636 ","$51,475 "
Yale University,"$53,456 ",,"$16,120 ","$69,576 "
York College of Pennsylvania,"$20,207 ",,"$11,263 ","$31,470 "
